STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,ETHNIC_POPES_ERP_005,Ethnic group,YEAR_POPES_ERP_005,Year at 30 June,SEX_POPES_ERP_005,Sex,AGE_POPES_ERP_005,Age,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,2,Female,10,45-49 years,9590,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,2,Female,20,95 years and over,40,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,1,Male,031,31 years,2050,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,2,Female,056,56 years,1200,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,3,"Total people, sex",074,74 years,760,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2013,2013,3,"Total people, sex",077,77 years,540,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2013,2013,3,"Total people, sex",08,35-39 years,40240,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2013,2013,1,Male,060,60 years,1970,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2013,2013,2,Female,034,34 years,5030,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2013,2013,2,Female,051,51 years,3660,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2013,2013,3,"Total people, sex",066,66 years,2780,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,1,Male,067,67 years,80,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,1,Male,003,3 years,500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,2,Female,004,4 years,460,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,2,Female,009,9 years,390,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,3,"Total people, sex",071,71 years,90,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2013,2013,3,"Total people, sex",002,2 years,1040,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,3,"Total people, sex",888,Median age,37.6,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,1,Male,026,26 years,27500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,1,Male,093,93 years,910,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2013,2013,3,"Total people, sex",079,79 years,19160,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,1,Male,12,55-59 years,119020,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",16,75-79 years,118110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,1,Male,070,70 years,18460,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,2,Female,021,21 years,20670,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,2,Female,056,56 years,25600,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",029,29 years,42310,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",076,76 years,26470,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2018,2018,3,"Total people, sex",091,91 years,5450,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,3,"Total people, sex",03,10-14 years,82530,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,3,"Total people, sex",012,12 years,16360,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2018,2018,3,"Total people, sex",032,32 years,10120,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,02,5-9 years,24190,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,3,40-64 years,44900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,1,0-14 years,64700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,055,55 years,1660,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,1,Male,067,67 years,860,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,041,41 years,2250,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,061,61 years,1180,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,095,95 years and over,60,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,2,Female,006,6 years,4610,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2018,2018,3,"Total people, sex",069,69 years,1510,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2018,2018,2,Female,090,90 years,130,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,2,Female,068,68 years,100,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2018,2018,3,"Total people, sex",056,56 years,590,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,1,Male,053,53 years,31150,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,2,Female,039,39 years,30700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,2,Female,046,46 years,34820,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,3,"Total people, sex",015,15 years,61360,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2018,2018,3,"Total people, sex",067,67 years,46590,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,3,"Total people, sex",01,0-4 years,191090,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,1,Male,048,48 years,20420,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,2,Female,036,36 years,20840,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,2,Female,041,41 years,19870,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,2,Female,043,43 years,20100,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,2,Female,073,73 years,18300,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,3,"Total people, sex",052,52 years,49120,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2023,2023,3,"Total people, sex",087,87 years,10310,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,2,Female,999999,"Total people, age",457600,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,3,"Total people, sex",004,4 years,17590,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2023,2023,3,"Total people, sex",009,9 years,17480,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,1,Male,09,40-44 years,12850,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,2,Female,4,65 years and over,14500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,2,Female,083,83 years,280,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2023,2023,3,"Total people, sex",021,21 years,8900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,2,Female,07,30-34 years,57140,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,3,"Total people, sex",20,95 years and over,280,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,1,Male,052,52 years,4640,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,1,Male,085,85 years,470,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,2,Female,045,45 years,6700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,3,"Total people, sex",012,12 years,12380,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,3,"Total people, sex",024,24 years,13140,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2023,2023,3,"Total people, sex",049,49 years,10700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,028,28 years,1010,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,041,41 years,1070,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,053,53 years,450,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,2,Female,055,55 years,360,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",048,48 years,1200,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",061,61 years,590,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2023,2023,3,"Total people, sex",095,95 years and over,20,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,1,Male,075,75 years,19350,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,2,Female,031,31 years,39810,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,3,"Total people, sex",032,32 years,82380,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2023,2023,3,"Total people, sex",042,42 years,66540,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,1,Male,062,62 years,12080,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,1,Male,002,2 years,22900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,3,"Total people, sex",041,41 years,44500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,3,"Total people, sex",053,53 years,30080,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,3,"Total people, sex",073,73 years,20780,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),1996,1996,3,"Total people, sex",001,1 years,44320,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,1,Male,05,20-24 years,25990,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,1,Male,4,65 years and over,7700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,1,Male,014,14 years,6110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,1,Male,064,64 years,940,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,022,22 years,5380,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,057,57 years,1490,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,072,72 years,490,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,077,77 years,270,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,2,Female,005,5 years,7430,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,1996,1996,3,"Total people, sex",063,63 years,2190,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,2,Female,01,0-4 years,16340,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,1,Male,059,59 years,470,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,1,Male,066,66 years,310,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,2,Female,024,24 years,2020,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,2,Female,049,49 years,860,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,3,"Total people, sex",070,70 years,530,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,1,Male,13,60-64 years,1580,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,3,"Total people, sex",3,40-64 years,42500,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,1,Male,071,71 years,150,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,1,Male,086,86 years,20,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,2,Female,015,15 years,2110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,2,Female,017,17 years,2250,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,2,Female,027,27 years,1790,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,2,Female,16,75-79 years,40,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,3,"Total people, sex",04,15-19 years,1630,
